title|llm_output|filtered_count
HAWAIIAN JUDGE WHO BLOCKED TRUMP WAS OBAMA’S CLASSMATE AT HARVARD GUESS WHO Just Made a “Surprise” Visit to Hawaii? [Video]|fake|9
 Federal Judge Demands RNC Reveal Details Of Voter Intimidation Pact With Trump|true|10
Cheerleading Assassination: Are Hollywood and Politicians Going Too Far?|fake|10
Boiler Room EP #85.5 – Who’s Watching The Watchers?|fake|10
Trump taps Fed centrist Powell to lead U.S. central bank|fake|6
LIBERAL HACK ANCHOR Jumps On The FOX Harassment Train: “Grossly Inappropriate” [Video]|fake|8
Factbox: Wall Street's take on possible impact of U.S. elections|true|10
 WATCH: Louisiana Governor Slams Giuliani For Criticizing His Response To Trump Visit|fake|10
LIBERAL PBS ANCHOR Gets Brutal Truth On Trump vs Obama Immigration Policy: “That’s what’s been missing for the last 8 years” [Video]|fake|1
Trump says Japan would shoot North Korean missiles 'out of sky' if it bought U.S. weaponry|fake|5
Boiler Room #108 – Who’d Win in a Fight? Boiler Room vs. Hitler vs. Dracula|fake|6
NORWEGIAN GOVERNMENT RETURNS 5 Children To Family After Removing Them From Home For “Christian Radicalism And Indoctrination”|fake|10
U.S. bombers flew over South Korea's Pilsung Range in drill|true|9
JUDGE JEANINE Tells Us What The Smoking Gun Is In The Clinton Foundation [Video]|fake|10
Despite undiplomatic discourse, Trump's dance card is full|fake|10
 Energy Department Tells Trump To Go F*ck Himself In Response To His Climate Change Witch Hunt|fake|9
TRUMP BREAKS TRADITION Started By Bill Clinton…Doesn’t Host White House Ramadan Dinner…Had Other Plans [VIDEO]|fake|7
YRC Worldwide closes Florida terminals due to hurricane|fake|9
Italy adopts living wills allowing patients to refuse treatment|fake|2
CrossTalk: Who are the real ‘Fake News’ culprits?|fake|10
Turkey asks U.S. about jailed trader: foreign ministry sources|true|10
Trump assails House speaker Ryan, McCain as 'disloyal'|true|9
BREAKING: PETER W. SMITH, GOP Operative Who Sought Hillary Clinton’s Missing Emails FOUND DEAD In Hotel Room|fake|10
WATCH: Shocking Number Of Swedish Citizens WALK BY GIRL BEING RAPED By “Middle Eastern Man” In Car [VIDEO]|fake|10
Australia's embattled Turnbull seen weighing cabinet reshuffle to exploit poll win|fake|10
Italian parliament passes 2018 budget, clearing way for elections|true|10
NC TEACHER SIGNS UP FIRST GRADERS For Black Lives Matter Protest With No Consent|fake|10
Tillerson tightens the reins at State Department|true|10
WHY DID THE STATE DEPARTMENT REDACT THIS ONE CLINTON SENTENCE?|true|10
BREAKING: BEN CARSON Makes Surprising Announcement After Saying He Would NOT Serve On Trump’s Cabinet [VIDEO]|fake|9
 ‘Harry Potter’ Star Compares Donald Trump To Voldemort And It’s PERFECT (VIDEO)|fake|8
Erdogan tells Iraqi Kurds they will go hungry if Turkey imposes sanctions|true|10
 Neil DeGrasse Tyson SCHOOLS Rapper B.O.B Over Flat Earth Conspiracy (TWEETS)|fake|9
Russian court rejects Siemens claim that Crimea turbines sale was invalid|true|10
MIGRANTS BRUTALLY GANG RAPE 3 YR OLD BOY At Asylum Center In Norway|fake|8
Putin, Trump agree to work together on Syria, set up meeting: Kremlin|true|10
DIRTY, VIOLENT, DIVIDED AND CORRUPT: Disgusted Democrat Exposes Coordinated Corruption, Media Disgusted By Filth, Horrible Organization At DNC [VIDEO]|fake|10
 Over 500 NFL Players Plan To Tell Trump To F*** Off Today In The Best Way Possible|true|10
Merkel's EU ally says more confident about resolving Brexit problems|fake|10
HORRIFIC: THE HUMANITARIAN CRISIS Our “Open Borders” President Doesn’t Want You To Know About|fake|9
Backs against the wall: Trump victory casts pall over Mexico|true|10
EXPLODING AFRICAN REFUGEE POPULATION STRESSING WELFARE SYSTEM IN MINNESOTA Are Sending Millions Of Dollars Back To Africa|fake|10
U2 SUDDENLY CANCELS Huge St. Louis Concert Tonight…Why Bono’s Decision To “Cut and Run” Makes Him Look Like Ridiculous Hypocrite|fake|5
Delrahim to be nominated to head U.S. Justice Department's Antitrust Division|fake|9
Iraq says ruling against Trump travel ban is move in right direction|true|4
 Obama Officials Were Forced To Take BIZARRE Measure To Ensure Trump Didn’t Hide Russia Documents|true|10
House weighing 'host of ideas' in tax bill revision, Ryan says|fake|8
 Milo Goes Down In Flames As His Career At Breitbart Comes To A HUMILIATING End (DETAILS)|fake|10
Germany's Schaeuble elected Bundestag speaker to tackle far right|fake|6
Serbia's pensioners rally against government austerity measures|true|10
BREAKING: Biden Won’t Run…Is It Because Biden And Obama Can’t Risk Repercussions Of Exposing Hillary? [VIDEO]|fake|10
'A difficult life': As refugee arrivals to Greece pick up, misery grows|fake|10
 Trevor Noah And The Daily Show Correspondents Collapse With The Giggles Over This GOP Nightmare (VIDEO)|fake|10
BOMBSHELL REPORT Proves Trump Right On Illegal Voting|fake|10
Trump questions U.S. financial backing for NATO|fake|4
Mexico Senate committees pass controversial security bill|true|10
Jamie Dimon ventures beyond Wall Street to have a say in Washington|true|10
Baltimore primary voters back reform candidate for mayor after Freddie Gray unrest|true|10
 21 Hilarious Memes Of The Bundy/Oregon Standoff (IMAGES)|fake|10
 Ted Cruz Birth Certificate Spawns Questions About Illegitimate Birth|fake|10
Prince Harry's engagement shows British monarchy has moved on from scandals of past|fake|10
WATCH: AMAZING THING HAPPENED When H.S. Valedictorian Stepped Up To Podium After ATHEIST Group Told Grads They Could No Longer Recite The Lord’s Prayer|fake|10
German Social Democrats vow to rebuild in opposition after election drubbing|fake|9
Obama lauds Denver Broncos, Peyton Manning for Super Bowl win|fake|10
REPORT: Americans With Six Figure Incomes Living in Government Housing|true|10
Chile police block boxer Mike Tyson from entering country|true|9
WHAT THE MAINSTREAM MEDIA WON’T SHOW YOU: NEW White House Communications Director Anthony Scaramucci Explains Why He Once Called Trump A “Hack” [VIDEO]|fake|10
Iceland leans toward leftist government in snap election|fake|9
Obama claims victory after drop in U.S. jobless rate|true|8
 WATCH: Samantha Bee STOMPS Conservative ‘Christians’ Using Their Own History|fake|9
On shrinking U.S. corporate tax base, presidential candidates differ sharply|fake|5
Iran re-imposes death sentence on spiritual figure that supreme court quashed|fake|7
SUNDAY SCREENING: Counter Intelligence – ‘The Company’|fake|3
Departing U.S. trade chief warns against withdrawing from TPP|fake|8
17-year-old Danish girl jailed for planning bomb attacks on schools|true|9
Exclusive: U.S. House to vote on Iran Sanctions Act renewal as soon as November|true|9
Russia urges dialogue to solve Gulf crisis|fake|5
JUDGE JEANINE TELLS THE LEFT TO KNOCK IT OFF: “It’s time for the left to unite behind the 45th President Elect”|fake|7
Texas governor calls legislative session; could include bathroom bill|true|10
Economic growth to partially offset deficit impact of U.S. tax plan: JCT|true|10
 Uncovered Video: Trump Makes CREEPIEST Comments Yet About His Daughter (VIDEO)|fake|10
ACTIVE SHOOTER OR DRILL? The Cascade Mall Shooting|true|10
 US Marine Puts Sarah Palin In Her Place For Blaming PTSD To Excuse Son’s Violent Behavior|fake|10
California considers tighter lobbying rules as 2016 election nears|fake|10
FANTASTIC! BILL O’REILLY LETS IT RIP On The Democrats And “Smear Merchants” Who Scream Racism When They’re Told The Truth [Video]|fake|9
Obama’s Race War Makes Its Way To His Hometown Of Chicago…Where This Punk Follows His Cop-Hating Lead|true|10
Trump say appeals court decision on travel ban was 'political'|true|10
 Sarah Palin Oddly Brings Up Justin Bieber During Abortion Talk – Watch Jake Tapper’s Face (VIDEO)|fake|9
London's Angel station reopens after suspect package scare|true|10
ANTI-TRUMP CROWD CHANTS: “What’s Better Than 11 Dead Cops, 12 Dead Cops!”…Three Police Officers Ambushed The Same Weekend [Video]|fake|2
 South Carolina Exit Poll Finds 75 Percent Of Republicans Believe This Horrific Trump Idea|true|10
 WATCH: Right-Wing Pastor Compares Trump To Jesus’ Disciples|fake|10
Trump vows strong U.S. ties with Israel, draws fire from Clinton|true|10
Saudi-owned TV says Hariri was target of assassination plot days ago|fake|2
Trump embraces Democrats again on debt ceiling and immigration|fake|6
(AUDIO)NATION OF ISLAM LEADER FARRAKHAN: “WE WILL KILL YOU ALL” IF YOU GO AGAINST US|fake|10
Obama calls Orlando nightclub shooting an attack on all Americans|true|8
 Andrew Jackson Biographer: Trump Actually Said He Could Have Prevented The Civil War (VIDEO)|true|10
GOLDMAN SACHS CHAIRMAN THINKS UK NEEDS MORE MIGRANTS TO AVOID APPEARANCE OF RACISM…While SHOCKING NEW VIDEO Tells Another Story|fake|10
[VIDEO] THEY BURNED DOWN CITIES…14 Yr Old Doused A Non-White Baltimore Business Owner With Lighter Fluid, Lit Him On Fire…Barack Obama Thanked Them Yesterday|fake|10
China offers support to Myanmar at U.N. amid Rohingya crisis|true|10
Syria opposition meeting in Riyadh sees no role for Assad in transition|true|8
Senate poised to vote to repeal new retirement advice rule|true|10
Israeli minister reveals covert contacts with Saudi Arabia|true|10
 Yemen Just Told Trump to Stay The F*ck Out Of Their Country After Disastrous FAILURE Of A Raid|true|10
"Trump, reacting to U.S. appeals court ruling, tweets: ""SEE YOU IN COURT"""|fake|7
5-STAR MOOCH, HER TAXPAYER FUNDED MOM And Meryl Streep Travel To Africa To Discuss “Gender Inequality”|fake|10
 The World Is Laughing At Conservatives For Their Hilariously Misspelled Budweiser Boycott (TWEETS)|fake|10
NY Teacher Gives Assignment To High School Kids: Come Up With Argument In Favor Of Mass Killings Of Jews|fake|8
Senior House Democrat: must expect Russia to target U.S. institutions|fake|1
GERMAN RESIDENTS FIGHT BACK: Anti-Islamic Song With No Words Knocks Adele Off Top Spot|fake|9
Man with knife shot at Amsterdam airport; suspect is known offender|fake|1
LEFTIST FOR A LIVING Changes Position, Turns On Obama, Declares: “This Is A War…Shut Down The Borders…No Visas” [VIDEO]|fake|7
 Skywriter Leaves HILARIOUSLY Honest Messages About Trump Above Rose Parade (IMAGES)|true|10
 NEW EVIDENCE Confirms Worst Fears: Russia Is Behind Hacks Aimed At Making Trump President|fake|5
Kosovo at risk of attacks by returning Islamist militants: report|fake|10
Trump: 'somewhat' vindicated by lawmaker's statement on surveillance|true|10
 Mike Huckabee Thinks Poor Americans Benefit From Treating Them Like We ‘Train Dogs’ (VIDEO)|fake|10
U.S. senator threatens to curb aid over U.N. resolution on Israel|true|9
LEFTISTS CALL FOR Ivanka Trump Brand Boycott…This Huge Retailer Is Sticking With Her|fake|10
BILL BENNETT RIPS Into Never Trumpers…The Voice Of Reason [Video]|fake|10
 Wikipedia BRUTALLY Trashes Paul Ryan, Adds Him To Spineless Animals Page (IMAGES)|fake|10
Russian banker who met Trump son-in-law not acting on our orders: Kremlin|true|10
IF AMERICA ELECTS HILLARY, She Promises To Reward Voters By Forcing Them To Pay DOUBLE For Soda|fake|7
Sinn Fein eyes Northern Ireland power-sharing deal by end October|true|10
 Trump’s Terrible Monday Has A Major Historian Suggesting That Treason Hangs Over His Administration|true|10
Belgian army pilot found dead after midair helicopter mystery|true|10
Russia says Trump stance on Iran deal 'extremely troubling': RIA|fake|5
WHY IS LORETTA LYNCH OPENING For One Of The Biggest Black Lives Matter Leaders? Is This an Endorsement?|fake|10
 CPAC Cowards Run For The Hills As Milo Pedophilia Controversy Heats Up (IMAGES)|true|10
Britain seeks to smooth Brexit path for nuclear power|true|10
Senate banking chair wants financial rules reform by early 2018|fake|10
U.S. chief justice uses sign language as deaf lawyers sworn in|fake|6
Soldiers on Harare streets as ruling party accuses Zimbabwe army chief of treason|true|10
Republican plan to repeal Obamacare would leave millions uninsured: report|true|10
China accuses Australia of paranoia over foreign influence laws|true|9
London demands answers as British rights activist barred from Hong Kong|fake|9
 BAD NEWS For Trump: His White Voter Base Just Abandoned Him|fake|10
50-YR OLD HAITI OFFICIAL, Slated To Testify Against Clinton Foundation Corruption Next Week, Found DEAD In Miami With “Gunshot to the head”|fake|10
Pentagon confirms rare, three aircraft carrier drill November 11-14|fake|10
Senate to push ahead with healthcare vote this week: NBC|fake|10
 Watch Chris Christie Awkwardly Squirm In Avoidance Of ANY Trump Questions (VIDEO)|true|10
KICK BUTT MOM Sends BRUTAL Message to Rioting, Crybaby Anti-Trump Punks: “If you’re on any government assistance…I would cut you off!”|fake|6
Senators criticize fraud in U.S. low-income phone program|true|3
WHY WOULD OBAMA ALLOW GREEN BERET To Be Discharged For Saving Life Of Young Boy Kept As Sex Slave By Muslim Afghan Police Chief?|fake|9
 Embarrassing: Watch Trump Attorney Gets Grilled Over Lying About Investigation (VIDEO)|true|9
HOLY MUSLIM INDOCTRINATION! Sesame Street Introduces Hijab Wearing Muppet|fake|10
Trump says evangelicals will love his Supreme Court pick: TV interview|true|10
 Professors Claim Sexual Harassment Ban Is Violating The First Amendment|fake|10
OBAMA’S RACISM CZAR, “REVEREND” AL SHARPTON CALLS FOR FEDERAL POLICE FORCE|fake|10
 In Brilliant Op-Ed, Hillary Clinton Opens Up About Her Flaws|true|10
Tillerson calls on Saudis to be 'more thoughtful' in Middle East|true|9
LAWS ARE FOR THE COMMON MAN…NOT FOR BARRY SOETORO: Obama Gives Work Permits To 2,000 After Judge Ordered Him To Stop|fake|9
Trump adopts aggressive posture toward Iran after missile launch|true|10
White House says expects bipartisan efforts to continue|fake|10
Activist Mckesson releases platform in Baltimore mayoral race|true|10
St. Louis Riot Police Reportedly Chant ‘Whose Streets? Our Streets!” After Arresting 80 Protesters|fake|5
JESSE JACKSON STYLE SHAKEDOWN: NAACP President Caught Selling Endorsements For Political Candidates|true|9
In first face-off with Clinton, Trump struggles to be 'change' candidate|true|10
Clinton offers plan to freeze some college debt, cut tuition|true|5
TARGET STORES TO REMOVE GENDER LABELS FROM KIDS DEPARTMENTS|fake|10
Key U.S. lawmaker suggests openness to encryption legislation after Apple order|true|9
Swedish opposition parties drops vote of no confidence in defense minister|true|8
 Idiot Pastor Loses His Damn Mind – Refuses To ‘Pledge Allegiance’ To ‘Sodomy’ (VIDEO)|fake|5
YIKES! Hillary Still Needs Help Walking On Stage…Walks Gingerly To Microphone [VIDEO]|fake|10
WOW! BARBARA BUSH Will Be Keynote Speaker For Baby-Killing Planned Parenthood Fundraiser|fake|10
Progressives Outraged Over Beyonce “So White” Wax Figure at Madame Tussauds|fake|8
U.S. appeals court rejects Trump's bid to bar most refugees|true|10
WATCH TUCKER CARLSON DESTROY Racist Flamethrower For Questioning “Hero” Label For White OSU Cop [VIDEO]|fake|10
McCain calls on Trump to help Ukraine against Russia attack|true|7
COMEDIAN LENA DUNHAM WARNED Hillary’s Campaign “Harvey Weinstein’s A RAPIST”…What Clinton’s Campaign Did Next Is Disgusting|fake|8
